2.290358948623898994e-01,1.959307738305047786e-01,6.469933292885231280e-02,4.033803409144544327e-02,2.653948361532966482e-02,1.757775649464288908e-02,1.501535470764171591e-02,1.364677467381682045e-02,1.145218380045806561e-02,9.275300938805422502e-03,7.733293625690621301e-03,5.943242980336611858e-03,9.198416747085415290e-03,6.025954069142931864e-03,7.540152069103752720e-03,7.573537064167711053e-03,4.862248785762247373e-03,9.243818365935052225e-03,5.719187000511693694e-03,6.166981503593253235e-03,5.067210533374577955e-03,4.274063323974941313e-03,4.328584884306367619e-03,3.813917774270255984e-03,2.823547734399966223e-03,5.230737493023599437e-03,2.465021531155000591e-03,3.158439518473983229e-03,2.990137777837994018e-03,4.370590000569379331e-03,1.909851399051818019e-03,2.810646257839272480e-03,3.863978354466294108e-03,3.213884368304645647e-03,2.546958615093114671e-03,2.769294831609174588e-03,1.328163019374791094e-03,1.667724707886143135e-03,2.610760739234947291e-03,1.710070713469605177e-03,1.482611137409092566e-03,2.257318173981808906e-03,1.249183284881313699e-03,4.142291111793150568e-04,6.694919558634975431e-04,4.595576598589349942e-04,1.683179370993308265e-03,2.032861280406363883e-03,1.114189776864683932e-03,9.604264900358970699e-04,1.084473097443150848e-03,1.095054713371277234e-03,1.241978102959737009e-03,1.075390534467404215e-03,1.147143399303461814e-03,1.381044679573498711e-03,5.349132963393464328e-04,1.165015417154803687e-03,6.733233033236194539e-04,7.608766986188589005e-04,1.829632688351642269e-03,1.534569908880682688e-03,1.683346867297476086e-03
1.959307738305047786e-01,2.308393275974126024e-01,1.628219692245008732e-01,5.522704730410502721e-02,3.369283935293713311e-02,2.257575691887302866e-02,2.095344164798955411e-02,1.434031600061000215e-02,1.433861418848242190e-02,1.316884771230580203e-02,8.890318268881938768e-03,9.654545187640169515e-03,6.928952354793199535e-03,8.320569955480111579e-03,1.017318930038773120e-02,7.579458104197370205e-03,6.358305494265741910e-03,6.550165367201499396e-03,6.185567563856800982e-03,5.120310545305949146e-03,6.986948242082022600e-03,6.786815638522601841e-03,3.675610060464517669e-03,3.562439551754900159e-03,4.075937806801987161e-03,3.867955444425287548e-03,4.413097120420289565e-03,3.196030015785930167e-03,3.413638703461912942e-03,1.905123029709847099e-03,2.497490190008568554e-03,2.333618426576089099e-03,2.776307144955997286e-03,3.377216853982044093e-03,5.154543017328453922e-03,2.845365481045493243e-03,2.171028930096030769e-03,3.115519952156938985e-03,1.707030541207538426e-03,1.331094844925673377e-03,1.846469647356799131e-03,1.171376349557654538e-03,2.800358185889067347e-03,0.000000000000000000e+00,1.250695355437343205e-03,1.717023261317312654e-03,1.768720056033659801e-03,1.265880363652463654e-03,1.040723467097603777e-03,1.196131822851255683e-03,3.376554052641082067e-04,6.137100671493972122e-04,1.160085816806539008e-03,1.004482529595839739e-03,6.429025363026039889e-04,5.159931052991472951e-04,0.000000000000000000e+00,1.450930424169274155e-03,6.289263976954194858e-04,4.738045243056574624e-04,4.272480582918875653e-04,8.600310014877749973e-04,2.246217224952646414e-04
6.469933292885231280e-02,1.628219692245008732e-01,2.263389212789353733e-01,1.615790567350530171e-01,5.265253708681918304e-02,2.791956252735067548e-02,2.136159981078371642e-02,1.656524746647239366e-02,1.155402167331034610e-02,1.224584910794674839e-02,1.161483361453517771e-02,1.081136958722699742e-02,1.020764745768959134e-02,7.064290157965779325e-03,1.038601348358354770e-02,1.156834163381271693e-02,7.534570073651091285e-03,1.037275212806389700e-02,5.877228025345963142e-03,7.326567023947756947e-03,5.833048026135725060e-03,6.556883187657830576e-03,4.024560762014612811e-03,4.964458807620901297e-03,3.579861776769161733e-03,2.431674719738670127e-03,2.482877960513978337e-03,2.202451625934264724e-03,3.706828442503864833e-03,2.709077060714513117e-03,1.420568284063459912e-03,1.742157764032662478e-03,3.039880894623148144e-03,4.482229158503730007e-03,2.368069468140139491e-03,2.059831675363825877e-03,2.469755320134464204e-03,3.359611158832305142e-03,1.213695181100387169e-03,2.649935901935825903e-03,1.608224218729108505e-03,2.565166171835902946e-03,1.161445176026269181e-03,2.695946112473017724e-03,2.074897553564179764e-03,1.068199986361075427e-03,1.564958949168813833e-03,1.260053645307879526e-03,1.450306372212075128e-03,1.785939224900880097e-03,6.722024236687761676e-04,2.036284074119256923e-03,9.237968479860958959e-04,1.399802598389880302e-03,1.066572202379388427e-03,1.027236083210820777e-03,9.946858481774704594e-04,7.221259696246192048e-04,6.260315135625527105e-04,2.358118251760068715e-03,1.063203697520200865e-03,5.707149109392318674e-04,1.341526869547988738e-03
4.033803409144544327e-02,5.522704730410502721e-02,1.615790567350530171e-01,2.073720407471183191e-01,1.481180494654133761e-01,4.500148389320106357e-02,2.855439461434467613e-02,2.280360125624390430e-02,1.748168233404300692e-02,1.289965128968029867e-02,9.630126359835938094e-03,1.483127233828542349e-02,1.146301467769605779e-02,9.543140919651041387e-03,1.417926072434047384e-02,1.582326164453782408e-02,2.110947075757959104e-02,9.851238936002197633e-03,7.641664174200885756e-03,6.806942183734999291e-03,6.125716675153065199e-03,5.896989864281283744e-03,8.686856852886605702e-04,3.087110449375753303e-03,5.383137413154246570e-03,4.330156617856011948e-03,5.214908863065346491e-03,2.905164541808855604e-03,4.400574243825398218e-03,2.572872183934327758e-03,1.686432566116360249e-03,4.136417265593259930e-03,3.608805148840277862e-03,3.990820420160462803e-03,3.514077354375681576e-03,3.973671517702028616e-03,3.298475919853292426e-03,2.761182028441199095e-03,2.881684888657912690e-03,1.572940299061987516e-03,1.090976548513514785e-03,1.661043228537398275e-03,1.654576403471457249e-03,1.371643619641787614e-03,1.231610914076088862e-03,1.268117319198078588e-03,1.857846445060874459e-03,1.869846319902346461e-03,1.721736240617953700e-03,1.766819954946816486e-03,1.995018597512785222e-03,7.252145106258210986e-04,1.645032948852391454e-03,9.495888630494977696e-04,7.597109338786411144e-04,9.146151596077490252e-04,1.180844755046371033e-03,4.286371748811016206e-04,1.734122793466245233e-03,1.399724131228001316e-03,1.514623149083311549e-03,2.032578558680090200e-03,7.962991383470855106e-04
2.653948361532966482e-02,3.369283935293713311e-02,5.265253708681918304e-02,1.481180494654133761e-01,1.886698407242513864e-01,1.031737095876486127e-01,4.781701182945077150e-02,3.410642771958596886e-02,1.910299305721472121e-02,2.036090168326891089e-02,1.480544824053666060e-02,1.350564584756810439e-02,1.528699579270502429e-02,1.271548719481754852e-02,1.626419641567381294e-02,1.918606874509868818e-02,1.379565866111172323e-02,1.546993287321676153e-02,1.415933681240114962e-02,8.697625919618036730e-03,7.566945597501750602e-03,7.180342122111262222e-03,3.525787766588194243e-03,4.176614718398305622e-03,4.599761966742848054e-03,3.905571495779450088e-03,3.834432939826778932e-03,5.109593303758762882e-03,4.217152236406014609e-03,5.656448323866997141e-03,5.704022574453159952e-03,5.129889710740084298e-03,3.550855361677538510e-03,3.599508251844843118e-03,7.131400434430595209e-03,7.650548741361847850e-03,4.710496230483834923e-03,4.150732785841628608e-03,2.339214171398699971e-03,2.553675631094792352e-03,2.767508312791933968e-03,2.996345702546527115e-03,2.984680236433092694e-03,1.855724640934517701e-03,1.499644382629494992e-03,1.200963257651712669e-03,1.256759182123573255e-03,1.264876619886767632e-03,1.331069766499388528e-03,1.673256737885104933e-03,1.079640547300165241e-03,1.471736263771342840e-03,1.483732428559828443e-03,1.927077223285755467e-03,1.370437898783212309e-03,1.237401511844315148e-03,7.987944819187476611e-04,2.029691930322998026e-03,6.703228889902222536e-04,3.787430676065572498e-04,1.195345995529339738e-03,9.166390020372939618e-04,1.077329352482625036e-03
1.757775649464288908e-02,2.257575691887302866e-02,2.791956252735067548e-02,4.500148389320106357e-02,1.031737095876486127e-01,2.135855566895009383e-01,1.845600412925412492e-01,6.839868291153690383e-02,3.493464037652747184e-02,2.713924455570470781e-02,2.301417150156649660e-02,2.192620111094753868e-02,1.504884684548660201e-02,1.379876541201886450e-02,1.607003574531267950e-02,1.187139424825727797e-02,2.054980781582146573e-02,1.647698572948312623e-02,1.144969171906712671e-02,1.303206502654303579e-02,1.011967581818805188e-02,7.503466500626330624e-03,4.221768635158590528e-03,5.455709507388662761e-03,5.507742407076786709e-03,5.526797113477791359e-03,4.608035302096838773e-03,3.850623602035355662e-03,4.212506008696229910e-03,6.536197030028701414e-03,1.862722101988479977e-03,3.045875662221483784e-03,2.898943980685048973e-03,4.310041342714768589e-03,5.589241781828379815e-03,7.562679870539270981e-03,4.210011046147193320e-03,2.982045655881475875e-03,2.546335141252930624e-03,4.447657048814705576e-03,3.374057924042508060e-03,3.180109773507823305e-03,2.680385968114630535e-03,2.828050416617115294e-03,1.088284899992365915e-03,1.344651542914281767e-03,1.231232735247181787e-03,9.913482376611843210e-04,1.521372968539950934e-03,1.561210164669766913e-03,7.051410766380974016e-04,2.349670639658801938e-03,2.664925732011533266e-03,2.097706363768554304e-03,2.013903729456912022e-03,1.346964716601679879e-03,2.086853082357073910e-03,1.515021861749012936e-03,1.313415483013471953e-03,1.236834310869266334e-03,2.007543311959176895e-03,1.197361129871210008e-03,1.641807010003400787e-03
1.501535470764171591e-02,2.095344164798955411e-02,2.136159981078371642e-02,2.855439461434467613e-02,4.781701182945077150e-02,1.845600412925412492e-01,2.171711758365487965e-01,1.580805287663970271e-01,4.860428742055751539e-02,3.190876596669689480e-02,2.851858781650291538e-02,2.054297709510361988e-02,2.037276802712641166e-02,1.798856969116173488e-02,1.675210859669375510e-02,1.524791187134276124e-02,1.850751267460885863e-02,1.336153783255880287e-02,1.000722292361330874e-02,1.064740179350028709e-02,9.940301482508993175e-03,8.803611296908009712e-03,4.265987309046048032e-03,4.042758455811079447e-03,5.565430330409776478e-03,6.615703313408869725e-03,4.602313637363899743e-03,4.945836024455740713e-03,6.002936452222050988e-03,5.896331426688540718e-03,6.625457328422505732e-03,5.642593127492669634e-03,3.866685807764720911e-03,5.516567137461362604e-03,5.982466783507536280e-03,4.803474434125269872e-03,5.039480092287604469e-03,4.017706012923466345e-03,3.207680036202284306e-03,3.089791148777032079e-03,3.928924971112635056e-03,2.900315863980046892e-03,2.708460247701987601e-03,1.496875458080726071e-03,2.419303837099745676e-03,2.491014866111373322e-03,1.672661823124900471e-03,1.958941772849369638e-03,1.932615497217872068e-03,3.239261115481594996e-03,1.828818536232888889e-03,1.582854011428004234e-03,1.436180310167962286e-03,1.709873324687423857e-03,1.492331349465191763e-03,1.197744049314761411e-03,1.159790894288185992e-03,2.806631948617115710e-04,1.622099301888789034e-03,1.099814210107528554e-03,2.809945469059185481e-03,2.661784957148469362e-03,1.564203060288330005e-03
1.364677467381682045e-02,1.434031600061000215e-02,1.656524746647239366e-02,2.280360125624390430e-02,3.410642771958596886e-02,6.839868291153690383e-02,1.580805287663970271e-01,1.851408708490654698e-01,1.018461454153133244e-01,4.242091339525999594e-02,3.183103950752842054e-02,2.250134911449865743e-02,2.067065711698520825e-02,2.102901417827283959e-02,1.311061600539723329e-02,1.761384793088066267e-02,1.595417463760085558e-02,1.255081177680331291e-02,1.071256873242129766e-02,1.141478891272201292e-02,1.297248180657096898e-02,1.003269740295363067e-02,4.469506569015360697e-03,5.775856421605441750e-03,5.636577912332184012e-03,5.446038296383553384e-03,6.377322727289485953e-03,6.178287021125613600e-03,4.779884020228561750e-03,4.412593001924951762e-03,5.784617351713212952e-03,4.256486426299112627e-03,5.626604753070077979e-03,3.346170090408816591e-03,6.107160115512901694e-03,3.984170023841849921e-03,4.274205328130845950e-03,4.419849432746429836e-03,2.372266012033379546e-03,4.963702252659375584e-03,1.871074479834265551e-03,3.418517766365359450e-03,2.270139124577566156e-03,2.822917551035649709e-03,1.520833552800144716e-03,2.609854765388268383e-03,2.549033029566466924e-03,7.696491885509215833e-04,1.349877067828993702e-03,1.212070683890401979e-03,1.642342933081155937e-03,2.653388635026871379e-03,2.068958060620613645e-03,1.465729342548069154e-03,1.389801450690570988e-03,2.300623106857973763e-03,2.025202547959296679e-03,8.821587376422156124e-04,1.529536931113740540e-03,7.681890077119899688e-04,1.731765132609776586e-03,2.091578893012760280e-03,2.185102875922052303e-03
1.145218380045806561e-02,1.433861418848242190e-02,1.155402167331034610e-02,1.748168233404300692e-02,1.910299305721472121e-02,3.493464037652747184e-02,4.860428742055751539e-02,1.018461454153133244e-01,1.774189661471159973e-01,1.847317878382440659e-01,6.968111474656228654e-02,4.351607813766507349e-02,3.235023244581784752e-02,2.626897943254309989e-02,2.147590264846119604e-02,1.527132472932110283e-02,1.767021929014023912e-02,1.085999047873748187e-02,1.054851176157536007e-02,1.133932107282087723e-02,1.479783560427181018e-02,1.227357167162543457e-02,8.427212183800084425e-03,6.682697850441514549e-03,6.746432942353418512e-03,7.213376411921791458e-03,5.199011926274932534e-03,5.892873923923396852e-03,5.821423441179710001e-03,3.403596351937564213e-03,5.949186040062128498e-03,3.951982631215821516e-03,5.208010275044056003e-03,4.692772504721532366e-03,5.991652739351475097e-03,3.234881944454851346e-03,5.494754692577946513e-03,3.787992784098330977e-03,1.524847170522331246e-03,1.942087771527754338e-03,3.367534379968470902e-03,3.418112079698977512e-03,3.404804579631892387e-03,2.016130390136951483e-03,1.737889223447093134e-03,2.236752896057890919e-03,2.457704437225462658e-03,1.649052539503830742e-03,2.169187832425787960e-03,1.869829987121030251e-03,1.055666591281462837e-03,1.918740836137263969e-03,1.934380548104214226e-03,1.046825285471930309e-03,2.010009964134638113e-03,2.150976702297301233e-03,4.686341115866743401e-03,7.560463277007102275e-04,1.092396725693912333e-03,1.728220149481390086e-03,2.671549125510558169e-03,1.493807627511107303e-03,2.106813435391663176e-03
9.275300938805422502e-03,1.316884771230580203e-02,1.224584910794674839e-02,1.289965128968029867e-02,2.036090168326891089e-02,2.713924455570470781e-02,3.190876596669689480e-02,4.242091339525999594e-02,1.847317878382440659e-01,2.221646257539185432e-01,1.769301835912060750e-01,7.085539478848258688e-02,4.266076766184512953e-02,3.048408623425912997e-02,2.690513905332499178e-02,2.245092786611667737e-02,1.825723719134220158e-02,1.559096113724156921e-02,1.740006404024282277e-02,1.294928725270739524e-02,9.656482592235228826e-03,1.029437207966725845e-02,6.415809824164694572e-03,8.479458684096200308e-03,6.467804946509683739e-03,5.976252738175816086e-03,5.632701581708279143e-03,5.266603592727140716e-03,4.678189819341561743e-03,3.239034813053273155e-03,3.396928196045721337e-03,5.786010759247424765e-03,7.709654658277179107e-03,7.145408299138325883e-03,3.617795600331036223e-03,5.336027893638474115e-03,3.691120297778267313e-03,2.677885557307355720e-03,1.934829147056356131e-03,2.957102665080699362e-03,3.296279738659734122e-03,2.044647763951435663e-03,2.777301106089365840e-03,3.069842999492346670e-03,1.819249824394677520e-03,1.702885947543086214e-03,1.871100896635302571e-03,7.532745529192243607e-04,2.642315641699720385e-03,2.135309994439811912e-03,1.607401342143952548e-03,2.921553661643858969e-03,1.840854581194931649e-03,1.912727047825090593e-03,1.870320092237680136e-03,2.046978460545514564e-03,2.774961623048048318e-03,2.014577624067243229e-03,1.663328154491050970e-03,1.315729516657570966e-03,2.033905252574312508e-03,1.819626313987258905e-03,2.495049457812504971e-03
